物料代號,供應商簡稱,品名規格,單價,幣別,單位,預設收貨廠區
07-RPI-LCD-C,仲微,樹莓派7吋 觸控銀螢幕 IPS1024X600,1990,TWD,PCS,新信路生產基地
07-RPI-POWER,仲微,RASPBERRY PI 3 變壓器5.1V 2.5A電源器,265,TWD,PCS,新信路生產基地
07-ASD-B3+ECM-B3,羅昇,台達B3 100W(ASD-B3-0121-L+ECM-B3L-C20401,15000,TWD,SET,新信路生產基地
07-VFD2A5ME11ANNAA-3.5K,羅昇,"台達ME300變頻器0.5HP, 110V單相, IP20",3500,TWD,SET,新信路生產基地
07-VFD2A5MS11ANSAA,羅昇,"變頻器(0.5HP,115V,單相,IP20) 07-VFD2A5MS11A",4100,TWD,SET,新信路生產基地
07S-Delta-B3-Motor-1day,羅昇,台達B3 伺服教育訓練費用(一天),4000,TWD,SET,新信路生產基地
FREIGHT,碩哲,碩哲運輸費用,0,TWD,SET,新信路生產基地
FREIGHT,亞元,快遞費用,0,TWD,SET,新信路生產基地
07-EQ-GTH-225-60-CP-AR,巨孚,GTH可程式恆溫恆濕機(-60度~150度 ),415000,TWD,SET,中華西路總部
07-EQ_P-TOUCH PANEL,巨孚,控制器維修 更換 TOUCH PANEL,20000,TWD,SET,新信路生產基地
07-GTH-150-60-SSP-AR-T,巨孚,GTH-150-60-SSP-AR-T(多開二測試孔),330000,TWD,SET,新信路生產基地
07S-GTH-150-40-C-DI-POWER-PCB,巨孚,可程式恆溫濕機控制器維修(更換DI POWER板)+工資,25500,TWD,SET,新信路生產基地
07S-GTH-150-40-PIPE,巨孚,GTH150-40恆溫濕機排水管路修改(共三台/含工代料),3400,TWD,SET,新信路生產基地
07S-GTH-150-40-SERVICE,巨孚,可程式恆溫恆濕機檢測工資,2500,TWD,SET,新信路生產基地
07S-GTH-150-60-Cooling Motor,巨孚,GTH-150-60-SSP-AR-T(冷凝器馬達、工資),6000,TWD,SET,新信路生產基地
07S-GTH-IO-PCB,巨孚,可程式恆溫恆濕機維修(含控制I/O板、工資),15500,TWD,SET,新信路生產基地
07S-P-Chamber Expansion,巨孚,溫濕機測試孔擴充加工,10000,TWD,SET,新信路生產基地
07-E-WIRE-UNO-2372G,研華,UNO-2372G電腦電源線(含變壓器),495,TWD,PCS,新信路生產基地
07-IPC-UNO-238,研華,UNO-238-BTO主機,29000,TWD,SET,新信路生產基地
07-UNO-2372G-E021AE,研華,UNO-2372G-E021AE 工業電腦,21500,TWD,SET,新信路生產基地
07-UNO-2372G-J121AE,研華,UNO-2372G-J121AE工業電腦,20000,TWD,SET,新信路生產基地
07-UNO-247-BTO,研華,UNO-247 工業電腦,19000,TWD,SET,新信路生產基地
07-UNO-2484G-6331AE,研華,UNO-2484G-BTO 工業電腦,34200,TWD,SET,新信路生產基地
07-USB-4702,研華,USB-4702-AE,2590,TWD,SET,新信路生產基地
07S-ALCATEL 2015SD-17K,研華,ALCATEL 2015SD真空泵浦漏油維修,17000,TWD,SET,新信路生產基地
07-BIT-367,政茂,自動鎖螺絲機起子頭 PH#2 1/4*5*142 (十字) BIT,220,TWD,SET,新信路生產基地
07-CM100-CM-10000-MAC,政茂,MAC緩衝器(CM-10000 ),1100,TWD,PCS,新信路生產基地
07-CM100-CR006-SMC,政茂,氣缸 SMC (CR006),2500,TWD,PCS,新信路生產基地
07-RT-100,政茂,RT-100 扭力測試機,37000,TWD,SET,新信路生產基地
07-TA-C,政茂,C型桌夾(07-TA-C),2800,TWD,SET,新信路生產基地
07-TR-350AE,政茂,關節式扭力支臂架SEALS brand(07-TR-350AE),12800,TWD,SET,新信路生產基地
07S-ALS-CM100-FIX-4K5,政茂,CM-100自動鎖螺絲機-修理費(廠商出差維修費),4500,TWD,SET,新信路生產基地
07S-BIT-367X4,政茂,自動鎖螺絲機十字起子頭 4支整修,400,TWD,SET,新信路生產基地
FREIGHT,創先,運費,41,USD,SET,新信路生產基地
07-MC-2838-201-000-UA,極大,MC-2838-201-000-UA溫控器( K-TYPE / 0 ~ 40,2400,TWD,PCS,新信路生產基地
07-MC7632-21K-110V,極大,溫控器MC-7632-21-TYPE:CA(K)電壓110V-0~399度,2000,TWD,PCS,新信路生產基地
07-MC7632-21K-220V,極大,溫控器MC-7632-21-TYPE:CA(K)電壓110V-0~399度,2000,TWD,PCS,新信路生產基地
07- INF04M4,盛興,配件 INF04M4,5.5,TWD,SET,新信路生產基地
07-AI2020*220,盛興,鋁材 AI2020*220,35,TWD,SET,新信路生產基地
07-BROWN-PVC-BOARD,盛興,300*230*5T 抗靜電褐光PVC板,1050,TWD,PCS,新信路生產基地
07-CCD-MODULE-FRAME,盛興,CCD測試模組架,18680,TWD,SET,新信路生產基地
07-EQ-OTHR-AU3030-60x60CM,盛興,3030鋁擠型錫膏設備桌60x60CM,11680,TWD,SET,中華西路總部
07-EQ-OTHR-AU4040-120X60CM,盛興,4040鋁擠型工作桌120X60CM,9380,TWD,SET,中華西路總部
07-EQ_P-SOLDER-ASM-UCS410SZ-FIX,盛興,UCS410SZ三軸機補正固定座,5800,TWD,SET,中華西路總部
07-EQ_P-SOLDER-UNIX-DF304S-CH,盛興,UNIX-DF304S-線纜支架,500,TWD,SET,中華西路總部
07-EQ_P-SOLDER-UNIX-DF304S-WPB,盛興,UNIX-DF304S-焊接平台底座,5300,TWD,SET,中華西路總部
07-GANTRY ARM MACHINE,盛興,龍門取置機架,43000,TWD,SET,新信路生產基地
07-H-SCRW-8S-SPR-NUT-M8,盛興,8系列方型彈片螺帽-M8,7,TWD,PCS,中華西路總部
07-H-SCRW-SHBW0820,盛興,配件 SHBW0820,4,TWD,PCS,中華西路總部
07-INF04M4,盛興,鋁擠配件INF04M4,5.5,TWD,SET,新信路生產基地
07-INF06M3,盛興,鋁擠配件INF06M3,5,TWD,PCS,新信路生產基地
07-INF06M4,盛興,鋁擠配件INF06M4,5,TWD,SET,新信路生產基地
07-INF06M6,盛興,鋁擠配件INF06M6,4.5,TWD,SET,新信路生產基地
07-INF08M6,盛興,鋁擠配件INF08M6,5.5,TWD,SET,新信路生產基地
07-J-SPAS-2-SP-SOLDER-ARMCH,盛興,在線式自動化前製程整合V2_自動焊接站_手臂機箱,40300,TWD,PCS,中華西路總部
07-J-SPAS-2-SP-SOLDER-SDCH,盛興,在線式自動化前製程整合V2_自動焊接站_設備機箱,90000,TWD,PCS,中華西路總部
07-J-SPAS-2-TP-TEST-TSCH,盛興,在線式自動化前製程整合V2_自動測試工作站_機箱,75000,TWD,PCS,中華西路總部
07-MCB0612,盛興,鋁擠配件MCB0612,2.5,TWD,SET,新信路生產基地
07-MCB0616,盛興,鋁擠配件MCB0616,2.5,TWD,SET,新信路生產基地
07-ORANGE-PVC-BOARD,盛興,300*230*5T 抗靜電橘光PVC板,1050,TWD,PCS,新信路生產基地
07-TS9800-COVER-W60D40H70,盛興,壓電式噴射閥上罩(W600D400H700),6100,TWD,SET,新信路生產基地
07-YAMAHA-1-V2-CCD-COVER,盛興,YAMAHA-1_V2_粹盤辨識鏡頭上罩(07-YAMAHA-1-V2-CC,12680,TWD,SET,新信路生產基地
07-YAMAHA-1-V2-COVER-REV,盛興,YAMAHA-1_V2_工作桌上罩(修改),5800,TWD,PCS,中華西路總部
07-YAMAHA-1-V2-MAIN-CHASSIS-REV,盛興,YAMAHA-1_V2_主機箱(改機),78380,TWD,SET,新信路生產基地
07-YAMAHA-1-V2-SUB-CHASSIS,盛興,YAMAHA-1_V2_副機箱(07-YAMAHA-1-V2-SUB-CHA,62660,TWD,SET,新信路生產基地
07-YAMAHA-3-ARM-HEIGHT,盛興,YAMAHA-3-手臂墊高工件,6200,TWD,SET,新信路生產基地
07-YAMAHA-3-FRAME,盛興,YAMAHA-3-工作桌+上罩,85000,TWD,SET,新信路生產基地
07-YAMAHA-4-SUB-CHASSIS-V2,盛興,雷射模組機架V2(YAMAHA-4副機箱),60000,TWD,SET,新信路生產基地
07S-1052-FREIGHT,盛興,運費(盛興),60,TWD,SET,新信路生產基地
07S-FREIGHT-EQ-OTHR-AU4040-120X60CM,盛興,07-EQ-OTHR-AU4040-運費,2400,TWD,SET,中華西路總部
07S-RE-EQ-OTHR-AU4040-120X60CM,盛興,07-EQ-OTHR-AU4040-修改,600,TWD,PCS,中華西路總部
07S-YAMAHA-4-SUB-CHASSIS-V2,盛興,雷射模組機架V2(YAMAHA-4副機箱)修改-4.35K,4350,TWD,SET,新信路生產基地
FREIGHT,盛興,運費 ( 未滿- NTD 1000 ),0,TWD,SET,新信路生產基地
07-280W,禾宇,280W套管螺帽組(氮氣),9800,TWD,PCS,新信路生產基地
07-A08SWOT-D16LMT2R,禾宇,A08SWOT-D16LMT2R 綠色照光式帶燈開關,450,TWD,PCS,新信路生產基地
07-A09WP-1209-1-W01,禾宇,RS232教導盒9D-2.2M訊號線,300,TWD,PCS,新信路生產基地
07-A09WP-1209-1-W01 RS232,禾宇,A09WP-1209-1-W01 RS232教導盒9D-2.2M訊號線,400,TWD,PCS,新信路生產基地
07-ASM-SURVEILLANCE,禾宇,同步監測系統(含CCD模組、CCD鏡頭、螢幕),25000,TWD,SET,新信路生產基地
07-EP-0806-20400038,禾宇,焊錫機附柄平面銅刷2支/組(0806-20400038),490,TWD,PCS,新信路生產基地
07-EP-0806-30401052,禾宇,焊錫機專用烙鐵頭(0806-30401052),470,TWD,PCS,新信路生產基地
07-EP-0806-30401086,禾宇,焊錫機專用烙鐵頭(0806-30401086),470,TWD,PCS,新信路生產基地
07-EP-280W-HEATER,禾宇,280W加熱器模組(1806-15910001),16000,TWD,SET,新信路生產基地
07-EP-280W-HEATER-LOCATE,禾宇,280W定位式烙鐵模組(1806-15900001),26500,TWD,SET,新信路生產基地
07-EP702SR-280W-HEATER-CABLE,禾宇,280W加熱器訊號線,600,TWD,PCS,新信路生產基地
07-EP702SR-AIR-CLEANBOX,禾宇,EP702-SR自動焊接機清洗盒 (含吹氣擋板),760,TWD,PCS,新信路生產基地
07-EP702SR-HEATER-CABLE-330CM,禾宇,加熱器訊號線330cm(A09WP-1806-1-W15),600,TWD,PCS,新信路生產基地
07-EQ_P-1807-10304001,禾宇,1807-10304001軸承無鉛),140,TWD,PCS,新信路生產基地
07-EQ_P-A21MOTOR-RB-37PGM,禾宇,A21MOTOR-RB-37PGM(塔輪式齒輪箱馬達),1500,TWD,SET,新信路生產基地
07-NEEDLE-250,禾宇,#19不鏽鋼針頭-自動焊接用,35,TWD,PCS,新信路生產基地
07S-FIX-A13AC-EP2300SR-1CTA,禾宇,A13AC-EP2300SR-1CTA(焊錫機溫控主控板),18000,TWD,SET,新信路生產基地
07S-FIX-A19HD-CF-CARD-R,禾宇,A19HD-CF-CARD-R[Compact Flash Card(CF卡,2000,TWD,PCS,新信路生產基地
07S-FIX-A19PCOR-FB2612-OD1,禾宇,A19PCOR-FB2612-OD1(工業電腦),9800,TWD,PCS,新信路生產基地
07-ESC21-M705-0.5mm-F3,千住,ESC21-M705-0.5mm-F3 ( 0.5KG ),1040,TWD,Reel,新信路生產基地
07-GAO-LF F3.5 M705RK 0.5mm,千住,GAO-LF F3.5 M705RK 0.5mm(1盒),10975,TWD,Reel,新信路生產基地
02-ANKS4-15,三住,調整螺絲(ANKS4-15),193,TWD,PCS,新信路生產基地
02-C-MLG9-95,三住,迷你線性滑軌 (C-MLG9-95),311,TWD,SET,新信路生產基地
02-UHFNSC60,三住,彎形把手(UHFNSC60),169,TWD,PCS,新信路生產基地
07-A-P3,三住,彈性體製塑膠腳墊 A-P系列【包裝數為10】 (A-P3),85,TWD,SET,新信路生產基地
07-AJPNGA3-P4-B5-R2,三住,定位銷　高硬度不銹鋼(AJPNGA3-P4-B5-R2),138,TWD,PCS,新信路生產基地
07-AJPNGA3-P4.1-B5-R3,三住,定位柱AJPNGA3-P4.1-B5-R3,131,TWD,PCS,新信路生產基地
07-AJPNGA3-P5-B3-R3,三住,AJPNGA3-P5-B3-R3 高硬度不銹鋼定位銷,131,TWD,PCS,新信路生產基地
07-AJPNGA4-P5-B5-R3,三住,定位銷　高硬度不銹鋼(AJPNGA4-P5-B5-R3),138,TWD,PCS,新信路生產基地
07-AJPNGB3-P3.5-B3-G3-GC,三住,AJPNGB3-P3.5-B3-G3-GC 高硬度不銹鋼定位銷,210,TWD,PCS,新信路生產基地
07-APHAA3-P8-L0-B18-R4,三住,M3外螺牙定位銷,224,TWD,PCS,新信路生產基地
07-APHAA4-P5-L0-B4-R3,三住,定位銷 高硬度不銹鋼(APHAA4-P5-L0-B4-R3)　,239,TWD,SET,新信路生產基地
07-ATLAN25,三住,自動彈簧閂(ATLAN25),637,TWD,PCS,新信路生產基地
07-ATLAS25,三住,自動彈簧閂(ATLAS25),675,TWD,SET,新信路生產基地
07-B6700,三住,深溝槽滾珠軸承(B6700),85,TWD,PCS,新信路生產基地
07-B6701ZZ,三住,深溝槽滾珠軸承　兩側密封式（B6701ZZ）,182,TWD,SET,新信路生產基地
07-B6900ZZ,三住,滾珠軸承(B6900ZZ),75,TWD,SET,新信路生產基地
07-BA0619,三住,止推針狀滾針軸承 (BA0619),133,TWD,PCS,新信路生產基地
07-BB8A-50,三住,短路棒 BB8A-50,272,TWD,PCS,新信路生產基地
07-BS4FS10-400-300,三住,隔音材400*300 (BS4FS10-400-300),295,TWD,PCS,新信路生產基地
07-BS4FS10-400-400,三住,隔音材400*400 (BS4FS10-400-400),314,TWD,PCS,新信路生產基地
07-C-30-RK-3220,三住,橡膠腳墊(C-30-RK-3220),31,TWD,PCS,新信路生產基地
07-C-B688ZZ,三住,小徑滾珠軸承(C-B688ZZ),31,TWD,PCS,新信路生產基地
07-C-BPK3-20P,三住,定位珠(C-BPK3-20P),251,TWD,PCS,新信路生產基地
07-C-E608ZZ,三住,【經濟型】小徑滾珠軸承 兩側密封式(C-E608ZZ),12,TWD,SET,新信路生產基地
07-C-E608ZZ-200PCS,三住,【經濟型】小徑滾珠軸承 兩側密封式(C-E608ZZ-200PCS),12,TWD,PCS,新信路生產基地
07-C-E686ZZ,三住,【經濟型】小徑滾珠軸承 兩側密封式(C-E686ZZ),13,TWD,SET,新信路生產基地
07-C-E686ZZ-200PCS,三住,【經濟型】小徑滾珠軸承 兩側密封式(C-E686ZZ-200PCS),13,TWD,PCS,新信路生產基地
07-C-HTPA14S3M060-K-P6,三住,高扭矩時規皮帶輪S3M型(C-HTPA14S3M060-K-P6),122,TWD,SET,新信路生產基地
07-C-HTPA14S3M060-K-P6-300PCS,三住,高扭矩時規皮帶輪S3M型(C-HTPA14S3M060-K-P6-300PC,110,TWD,PCS,新信路生產基地
07-C-HTPA22S3M100-A-P8,三住,中精度高扭矩時規皮帶輪S3M型(C-HTPA22S3M100-A-P8),144,TWD,PCS,新信路生產基地
07-C-HTPA24S3M100-A-P10,三住,時規皮帶輪S3M型(C-HTPA24S3M100-A-P10),145,TWD,PCS,新信路生產基地
07-C-HTPA28S3M060-B-P8,三住,高扭矩時規皮帶輪S3M型(C-HTPA28S3M060-B-P8),174,TWD,SET,新信路生產基地
07-C-HTPA28S3M060-B-P8-200PCS,三住,高扭矩時規皮帶輪S3M型(C-HTPA28S3M060-B-P8-200PC,157,TWD,PCS,新信路生產基地
07-C-HTPA28S3M100-A-P10,三住,時規皮帶輪S3M型(07-C-HTPA28S3M100-A-P10),160,TWD,PCS,新信路生產基地
07-C-HTPA28S3M100-A-P12,三住,時規皮帶輪S3M型(07-C-HTPA28S3M100-A-P12),160,TWD,PCS,新信路生產基地
07-C-HTPA30S3M100-A-P12,三住,經濟型時規皮帶輪（C-HTPA30S3M100-A-P12）,170,TWD,SET,新信路生產基地
07-C-LMUW6,三住,線性襯套(C-LMUW6),132,TWD,PCS,新信路生產基地
07-C-MLG7-130,三住,迷你線性滑軌 (C-MLG7-130),343,TWD,PCS,新信路生產基地
07-C-SCPW34-12-12,三住,C-SCPW34-12-12(經濟型-聯軸器 雙膜片 高剛性夾鉗型),1021,TWD,SET,新信路生產基地
07-C-SE6702ZZ,三住,經濟型 軸承(C-SE6702ZZ),41,TWD,PCS,新信路生產基地
07-C-UH6-25,三住,壓縮彈簧 外徑基準不鏽鋼型 重荷重型 彈簧常數2.0～14.7N/mm (C,9,TWD,SET,新信路生產基地
07-C-UM6-25,三住,壓縮彈簧 外徑基準不鏽鋼型 重荷重型 彈簧常數2.0～14.7N/mm (C,16,TWD,SET,新信路生產基地
07-C-UM8-25,三住,經濟型壓縮彈簧(C-UM8-25),13,TWD,SET,新信路生產基地
07-C-UR3-15,三住,壓縮彈簧(C-UR3-15),12,TWD,PCS,新信路生產基地
07-C-UTT8-25,三住,經濟型壓縮彈簧(C-UTT8-25),19,TWD,SET,新信路生產基地
07-C-VUF6-25,三住,經濟型壓縮彈簧,22,TWD,PCS,新信路生產基地
07-C-VUR6-15,三住,經濟型壓縮彈簧(C-VUR6-15),21,TWD,PCS,新信路生產基地
07-CIRAJ1.0-200-100,三住,工程塑膠 (CIRAJ1.0-200-100),475,TWD,PCS,新信路生產基地
07-CSH-ST-M6-5,三住,CSH-ST-M6-5(M6x5內六角螺栓),42,TWD,PCS,新信路生產基地
07-CT-BCASD40,三住,球型門扣(CT-BCASD40),32,TWD,SET,新信路生產基地
07-CT-PHSNAL100,三住,實心手輪 (CT-PHSNAL100),340,TWD,SET,新信路生產基地
07-CT-PHSNAL100-100PCS,三住,實心手輪 (CT-PHSNAL100-100PCS),323,TWD,PCS,新信路生產基地
07-DBS3-8-6,三住,軸頸式螺栓(DBS3-8-6),155,TWD,SET,新信路生產基地
07-DBS4-8-8,三住,DBS4-8-8-軸頸式螺栓,166,TWD,SET,新信路生產基地
07-DNR314-1000,三住,DIN滑軌(DNR314-1000),118,TWD,PCS,新信路生產基地
07-DNR315-1000,三住,DNR315-100(0DIN滑軌),76,TWD,PCS,新信路生產基地
07-DXFL-D15-V6-T10-L20-C2,三住,優力膠附鼻型(DXFL-D15-V6-T10-L20-C2),208,TWD,SET,新信路生產基地
07-DXFS-D15-V6-T10-L20-C2,三住,優力膠附鼻型(DXFS-D15-V6-T10-L20-C2),226,TWD,SET,新信路生產基地
07-E-SW-CMST,三住,定位開關(CMST),1901,TWD,PCS,中華西路總部
07-ESC21-M705-0.5mm-F3,三住,ESC21-M705-0.5mm-F3 ( 0.5KG ),1040,TWD,Reel,新信路生產基地
07-FASBS-SP-T1.6-A30-B40,三住,L型鈑金(FASBS-SP-T1.6A30B40L25H15K5N5NA3S,475,TWD,PCS,新信路生產基地
07-FBAS8-75-40,三住,內六角孔螺栓,583,TWD,PCS,新信路生產基地
07-FJDHA5-0.8,三住,浮動接頭支撐架組(FJDHA5-0.8),410,TWD,PCS,新信路生產基地
07-FNT4,三住,圓蓋螺帽 (FNT4),13,TWD,SET,新信路生產基地
07-FPJH5-3,三住,彈簧定位柱附法蘭型(FPJH5-3),156,TWD,PCS,新信路生產基地
07-FPS,三住,點貼紙(FPS),100,TWD,PCS,新信路生產基地
07-FRDOS-D10-L70,三住,金屬棒(FRDOS-D10-L70),145,TWD,PCS,新信路生產基地
07-FRDOS-D8-L60,三住,金屬棒(FRDOS-D8-L60),145,TWD,PCS,新信路生產基地
07-FSS-100-L,三住,刻度貼紙(FSS-100-L),130,TWD,PCS,新信路生產基地
07-FSS-100-R,三住,刻度貼紙(FSS-100-R),130,TWD,PCS,新信路生產基地
07-FSS-100V-T,三住,刻度貼紙(FSS-100V-T),130,TWD,PCS,新信路生產基地
07-GDSMSB6.5-17.5-F6-M4,三住,等高螺栓(GDSMSB6.5-17.5-F6-M4),246,TWD,PCS,新信路生產基地
07-GEAS1.0-24-10-B-10,三住,GEAS1.0-24-10-B-10正齒輪,390,TWD,PCS,新信路生產基地
07-GEAS1.0-48-10-B-10,三住,GEAS1.0-48-10-B-10正齒輪,613,TWD,PCS,新信路生產基地
07-GEAS1.0-48-10-B-8,三住,GEAS1.0-48-10-B-8正齒輪,613,TWD,PCS,新信路生產基地
07-GPL4,三住,彈簧夾鉗(GPL4),1433,TWD,PCS,新信路生產基地
07-H-B25-2,三住,線套筒（索環-開放型）(B25-2),36,TWD,PCS,中華西路總部
07-H-BSR5X12-SUS,三住,滾珠螺絲(BSR5X12-SUS),132,TWD,PCS,中華西路總部
07-H-C-HHCSNC8,三住,【經濟型】平鉸鏈 鋁合金 短型(C-HHCSNC8),80,TWD,PCS,中華西路總部
07-H-C-HLKDE12,三住,【經濟型】支柱固定座 快速安裝型(C-HLKDE12),117,TWD,PCS,中華西路總部
07-H-C-MGCC1,三住,【經濟型】樹脂磁力門扣 雙向固定型(C-MGCC1),74,TWD,PCS,中華西路總部
07-H-C-SHA12,三住,【經濟型】導桿架 T型輕量省空間開縫型(C-SHA12),50,TWD,PCS,中華西路總部
07-H-C-UPCA90,三住,【經濟型】樹脂把手(C-UPCA90),40,TWD,PCS,中華西路總部
07-H-E-XPG80,三住,【經濟型】X軸 手動滑台 交叉滾子導軌型(E-XPG80),1879,TWD,PCS,中華西路總部
07-H-FBSYA10-260-255,三住,隔音材　尺寸自由指定型(FBSYA10-260-255),954,TWD,PCS,中華西路總部
07-H-FBSYA10-270-260,三住,隔音材　尺寸自由指定型(FBSYA10-270-260),954,TWD,PCS,中華西路總部
07-H-FBSYA10-280-285,三住,隔音材　尺寸自由指定型(FBSYA10-280-285),954,TWD,PCS,中華西路總部
07-H-FBSYA10-285-270,三住,隔音材　尺寸自由指定型(FBSYA10-285-270),954,TWD,PCS,中華西路總部
07-H-K-15,三住,橡膠腳墊 K系列(K-15),20,TWD,PCS,中華西路總部
07-H-METL-AJKCM6-20,三住,調整螺栓用固定塊(AJKCM6-20),360,TWD,PCS,中華西路總部
07-H-METL-JPBB6-10,三住,定位銷(JPBB6-10),121,TWD,PCS,中華西路總部
07-H-METL-PJL3-3,三住,PJL3-3彈簧定位柱,141,TWD,PCS,中華西路總部
07-H-NBRPC3-3P,三住,NBR海綿密封條（耐摩耗性?耐油性）(NBRPC3-3P),259,TWD,PCS,中華西路總部
07-H-OTHR-AJPNGB5-P6-B3-G4,三住,定位銷(AJPNGB5-P6-B3-G4),137,TWD,PCS,中華西路總部
07-H-OTHR-APHAA4-P8-L2-B15-R5,三住,定位銷(APHAA4-P8-L2-B15-R5),239,TWD,PCS,中華西路總部
07-H-OTHR-C-AC1210H,三住,經濟型油壓緩衝器,410,TWD,PCS,中華西路總部
07-H-OTHR-C-HHCSNC8-45,三住,經濟型鋁合金鉸鍊,91,TWD,PCS,中華西路總部
07-H-OTHR-C-HTPA25S3M060-A-P6,三住,經濟型時規皮帶輪(C-HTPA25S3M060-A-P6),137,TWD,PCS,中華西路總部
07-H-OTHR-C-HTPA25S3M060-A-P8,三住,經濟型時規皮帶輪(C-HTPA25S3M060-A-P8),137,TWD,PCS,中華西路總部
07-H-OTHR-C-MPU10-20-38-23,三住,經濟型電纜線保護鏈架(C-MPU10-20-38-23),428,TWD,PCS,中華西路總部
07-H-OTHR-C-MPU10-40-28-43,三住,經濟型電纜線保護鏈架(C-MPU10-40-28-43),733,TWD,PCS,中華西路總部
07-H-OTHR-C-MPU20-40-38-20,三住,經濟型電纜線保護鏈架(C-MPU20-40-38-20),639,TWD,PCS,中華西路總部
07-H-OTHR-C-PLSBWRK8-40,三住,經濟品支柱(C-PLSBWRK8-40),30,TWD,PCS,中華西路總部
07-H-OTHR-CBPJ9,三住,CBPJ9滾輪定位珠,1188,TWD,PCS,中華西路總部
07-H-OTHR-DNR314-100,三住,DNR314-100(DIN滑軌 100MM),65,TWD,PCS,中華西路總部
07-H-OTHR-E-PSFJW8-60-M4-N4,三住,經濟型 線性導桿(E-PSFJW8-60-M4-N4),79,TWD,PCS,中華西路總部
07-H-OTHR-E-PSFJW8-75-M4-N4,三住,經濟型 線性導桿(E-PSFJW8-75-M4-N4),79,TWD,PCS,中華西路總部
07-H-OTHR-HTBN144S3M-60,三住,時規皮帶(HTBN144S3M-60),87,TWD,PCS,中華西路總部
07-H-OTHR-HTBN354S3M-60,三住,時規皮帶(HTBN354S3M-60),107,TWD,PCS,中華西路總部
07-H-OTHR-SSE2BLT10-274,三住,標準線性滑軌(SSE2BLT10-274),2460,TWD,PCS,中華西路總部
07-H-OTHR-SSEB10-35,三住,標準線性滑軌(SSEB10-35),760,TWD,PCS,中華西路總部
07-H-PSFG12-150,三住,導桿　直柱型(PSFG12-150),108,TWD,PCS,中華西路總部
07-H-PSFG12-200,三住,導桿　直柱型(PSFG12-200),133,TWD,PCS,中華西路總部
07-H-RTRM80-R,三住,【標準】旋轉滑台(RTRM80-R),8100,TWD,PCS,中華西路總部
07-H-SCRW-AJKTNM6-35,三住,調整螺栓(AJKTNM6-35),187,TWD,PCS,中華西路總部
07-H-SCRW-AJKTNM6-50,三住,調整螺栓(AJKTNM6-50),187,TWD,PCS,中華西路總部
07-H-SCRW-CHIC6,三住,吊環螺栓(CHIC6),108,TWD,PCS,中華西路總部
07-H-SCRW-DBTM5-12-8-PC,三住,軸頸式螺栓(DBTM5-12-8-PC),299,TWD,PCS,中華西路總部
07-H-SCRW-SCBS6-25,三住,附墊圈內六角螺栓(SCBS6-25),18,TWD,PCS,中華西路總部
07-HBLFSH6-SST,三住,6系列一端長孔角撐架(HBLFSH6-SST),74,TWD,PCS,新信路生產基地
07-HCCG3-17,三住,HINGE PINS 鉸鏈銷(HCCG3-17),173,TWD,PCS,新信路生產基地
07-HCCG3-27,三住,HINGE PINS 鉸鏈銷(HCCG3-27),173,TWD,PCS,新信路生產基地
07-HCCG3-27.1,三住,HINGE PINS 鉸鏈銷(HCCG3-27.1),173,TWD,PCS,新信路生產基地
07-HCCG3-27.2,三住,HINGE PINS 鉸鏈銷(HCCG3-27.2),173,TWD,PCS,新信路生產基地
07-HEATER EQUIPMENTS,三住,矽膠加熱器用接著劑 (MRHSB),1879,TWD,SET,新信路生產基地
07-HFS6-3030-800,三住,6系列30×30mm鋁擠型(HFS6-3030-800),232,TWD,PCS,新信路生產基地
07-HHPSSD5,三住,不鏽鋼階梯形鉸鏈 (HHPSSD5),248,TWD,PCS,新信路生產基地
07-HHS25,三住,平型鉸鏈(HHS25),32,TWD,SET,新信路生產基地
07-HNTASN5-5,三住,鋁擠型用螺帽(HNTASN5-5),29,TWD,PCS,新信路生產基地
07-HNTASN6-4,三住,鋁擠型用螺帽(HNTASN6-4 ),13,TWD,PCS,新信路生產基地
07-HSCL5-B,三住,ACCESSORIES 鋁擠溝槽蓋(HSCL5-B),67,TWD,PCS,新信路生產基地
07-HSCV5-B,三住,ACCESSORIES 鋁擠溝槽蓋(HSCV5-B),209,TWD,PCS,新信路生產基地
07-HTBN150S3M-100,三住,高扭矩時規皮帶S3M型(HTBN150S3M-100),127,TWD,PCS,新信路生產基地
07-HTBN171S3M-100,三住,高扭矩時規皮帶S3M型(07-HTBN171S3M-100),165,TWD,PCS,新信路生產基地
07-HTBN171S3M-60,三住,高扭矩時規皮帶S3M型(HTBN171S3M-60),90,TWD,SET,新信路生產基地
07-HTBN171S3M-60-100PCS,三住,高扭矩時規皮帶S3M型(HTBN171S3M-60-100PCS),72,TWD,PCS,新信路生產基地
